"id","nome","situacao","tipo_atraso","municipio","uf","cep","logradouro","bairro","termo_convenio","fim_da_vigencia_termo_convenio","situacao_do_termo_convenio","percentual_de_execucao","data_de_inicio","data_de_termino","data_final_ideal","tipo_do_projeto","tipo_de_ensino_modalidade","tipo_da_obra","valor_pactuado_pelo_fnde","percentual_pago"
1009192,"Arapixi","Paralisada","Em relação à data prevista de conclusão da obra","Chaves","PA","68880000","Vila Arapixi","Zona Rural                                                                                          ","7572/2013","22/05/2018","Vigente",4.19,2015-08-11,2016-08-11,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",964819.46,15.0000000974276
1606,"700075 - Escola de Educação Infantil - Wanderley/BA","Inacabada","Em relação à data prevista de conclusão da obra","Wanderley","BA","47940000",NA,NA,"700075/2008",NA,"Vigente",66.39,2012-06-05,2016-08-10,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1267331.78,NA
25023,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Inacabada","Em relação à data prevista de conclusão da obra","Puxinanã","PB","58115000","Rua João Pessoa","Centro","2875/2012","12/08/2016","Vencido",40.12,2013-09-25,2016-08-10,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1386597.62,49.9999999350929
1016563,"CMEI Maria Antônia Bastos","Paralisada","Em relação à data prevista de conclusão da obra","Barro Alto","GO","76390000","Rua Santa Bárbara"," Residencial Maria Antônia Bastos                                                                   ","10096/2014","30/05/2019","Vigente",1.17,2016-01-18,2016-08-08,NA,"Projeto 2 Convencional","Educação Básica","Construção",1235496.44,14.9999995277202
31914,"PINTADAS - RASPADOR","Execução","Em relação à data prevista de conclusão da obra","Pintadas","BA","44610000","Rua Projetada","Centro","7417/2015","30/10/2018","Vigente",92.76,2014-04-11,2016-08-06,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",240325.94,91.9999970073976
1018370,"ESCOLA INDIGENA SÃO JOSÉ - CASTANHAL  - Jutaí - AM","Inacabada","Em relação à data prevista de conclusão da obra","Jutaí","AM","69660000","COMUNIDADE CASTANHAL - RIO JUTAI","ZONA RURAL","32762/2014","31/07/2017","Vencido",2.67,2014-08-08,2016-08-03,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942321.8,20.000000050938
1013981,"ESCOLA INDIGENA SÃO JOSÉ - BUGAYO - Jutaí - AM","Execução","Em relação à data prevista de conclusão da obra","Jutaí","AM","69660000","COMUNIDADE BUGAYO - BUGAYO","ZONA RURAL                                                                                          ","29962/2014","08/05/2018","Vigente",30.26,2014-06-27,2016-08-03,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942321.8,30.000000076407
1015272,"CRISPIANA - Godofredo Viana - MA","Inacabada","Em relação à data prevista de conclusão da obra","Godofredo Viana","MA","65285000","RUA PRINCIPAL S/N","CRISPIANA                                                                                           ","34748/2014","30/06/2017","Vencido",22.97,2014-08-27,2016-08-03,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021802.5,15.0000004819914
25723,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Inacabada","Em relação à data prevista de conclusão da obra","Rio Bonito","RJ","28810000","Rua 7","Boa Esperanca","3626/2012","15/06/2016","Vencido",28.23,2013-11-21,2016-08-03,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",670466.66,49.9999999254251
1013980,"ESCOLA INDIGENA SANTA FÉ - SANTA FÉ - Jutaí - AM","Execução","Em relação à data prevista de conclusão da obra","Jutaí","AM","69660000","COMUNIDADE SANTA FÉ - RIO JUTAI","ZONA RURAL                                                                                          ","29962/2014","08/05/2018","Vigente",20.46,2014-06-27,2016-08-03,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1020714.85,19.99999996669
1009474,"PRAIA DE SÃO JOSÉ - Godofredo Viana - MA","Inacabada","Em relação à data prevista de conclusão da obra","Godofredo Viana","MA","65285000","RUA PRINCIPAL","PRAIA SÃO JOSÉ                                                                                      ","22539/2014","30/11/2017","Vencido",24.46,2014-02-07,2016-08-03,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",913786.16,15.0000006073631
1013979,"ESCOLA INDIGENA SÃO PEDRO - BACABAL - Jutaí - AM","Execução","Em relação à data prevista de conclusão da obra","Jutaí","AM","69660000","COMUNIDADE BACABAL - RIO JUTAI","ZONA RURAL                                                                                          ","29962/2014","08/05/2018","Vigente",5.95,2014-06-27,2016-08-03,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942321.8,20.000000050938
1006572,"SANTA VITÓRIA - Matinha - MA","Inacabada","Em relação à data prevista de conclusão da obra","Matinha","MA","65218000","RUA SANTA VITÓRIA","RURAL                                                                                               ","22595/2014","31/08/2016","Vencido",6.81,2014-01-27,2016-08-02,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021883.56,19.9999997142532
19647,"Creche Bairro Aeroporto","Paralisada","Em relação à data prevista de conclusão da obra","Porto Esperidião","MT","78240000","Av. 7 de setembro, eq c/ Rua Maria Lebre","Bairro Aeroporto","1523/2011","10/08/2018","Vigente",80.08,2015-01-21,2016-08-02,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1326851.48,75.0000002487091
1009473,"U.E. MARLANDE - Godofredo Viana - MA","Inacabada","Em relação à data prevista de conclusão da obra","Godofredo Viana","MA","65285000","RUA PRINCIPAL","AURIZONA                                                                                            ","22539/2014","30/11/2017","Vencido",35.15,2014-02-07,2016-08-02,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021779.14,14.9999999535125
1656,"710212 - Escola de Educação Infantil - Piracanjuba/GO","Inacabada","Em relação à data prevista de conclusão da obra","Piracanjuba","GO","75640000","Avenida Pedro Ludovico Teixeira","Setor Central","710212/2008",NA,"Vigente",59.38,2010-05-27,2016-08-01,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1183900,NA
8388,"656831 - Esc. Educ. Infantil - Tipo B - PONTE ALTA DO BOM JESUS /TO","Inacabada","Em relação à data prevista de conclusão da obra","Ponte Alta do Bom Jesus","TO",NA,"Avenida Tocantins","Setor Central","656831/2009",NA,"Vigente",66.69,2010-02-18,2016-08-01,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1270113,NA
20774,"703506/10 - CE Prof. Maria Helena Oliveira - Mansidão/BA","Execução","Em relação à data prevista de conclusão da obra","Mansidão","BA","47160000","Praça JK","Centro","703506/2010",NA,"Vigente",5.15,2014-05-15,2016-07-31,NA,"Escola com Projeto elaborado pelo proponente","Educação Básica","Ampliação",0,NA
20155,"TERRENO 1 RUA PROJETADA","Inacabada","Em relação à data prevista de conclusão da obra","Várzea Branca","PI","64773000","Praça Santa Teresinha","Centro","1830/2011","25/08/2016","Vencido",50.23,2011-09-13,2016-07-31,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",619960.88,75.0000000483901
7361,"700254 - Espaço Educativo Urbano II - Porto da Folha/SE","Inacabada","Em relação à data prevista de conclusão da obra","Porto da Folha","SE","49800000","Rua Salvador Nogueira","Centro","700254/2008",NA,"Vigente",13.33,2012-04-23,2016-07-30,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",841500,NA
28273,"700297/11 - Espaço Educativo Urbano - Bairro Norberto Fernandes - Itagimirim/BA","Inacabada","Em relação à data prevista de conclusão da obra","Itagimirim","BA",NA,NA,NA,"700297/2011",NA,"Vigente",71.34,2012-05-07,2016-07-30,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",767773.4,NA
24733,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Inacabada","Em relação à data prevista de conclusão da obra","Glória do Goitá","PE","55620000","Loteamento Campo Grande 2","Centro","2999/2012","13/03/2017","Vencido",34.55,2014-08-18,2016-07-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1337148.12,49.9999998354707
25088,"CRECHE LAGO","Inacabada","Em relação à data prevista de conclusão da obra","Casa Nova","BA","47300000","DISTRITO DE RECREIO","RECREIO                                                                                             ","2585/2012","25/08/2016","Vencido",40.33,2012-07-06,2016-07-28,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",624658.9,50.0208113019528
25091,"CRECHE POÇO DA PEDRA","Inacabada","Em relação à data prevista de conclusão da obra","Casa Nova","BA","47300000","COMUNIDADE RIACHO DO SOBRADO","RIACHO DO SOBRADO                                                                                   ","2585/2012","25/08/2016","Vencido",35.42,2012-07-06,2016-07-28,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",624918.9,50.1277653226852
25089,"CRECHE PAU APIQUE","Inacabada","Em relação à data prevista de conclusão da obra","Casa Nova","BA","47300000","DISTRITO DE PAU APIQUE","PAU APIQUE","2585/2012","25/08/2016","Vencido",39.46,2012-07-06,2016-07-28,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1329999.03,49.9999997593983
25087,"CRECHE SANTANA","Inacabada","Em relação à data prevista de conclusão da obra","Casa Nova","BA","47300000","LARGO ESCOLA ARENI BEZERRA ","SANTANA","2585/2012","25/08/2016","Vencido",63.95,2012-07-06,2016-07-28,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1329952.83,75.0000007669445
1014185,"Terreno para Construção da Escola Joaquim Gomes de Souza. - Hulha Negra - RS","Paralisada","Em relação à data prevista de conclusão da obra","Hulha Negra","RS","96460000","Passo do Salso","Zona Rural                                                                                          ","32195/2014","31/03/2018","Vencido",2.42,2015-01-20,2016-07-26,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",132330.87,19.9999965087512
1014186,"Escola de Educação Infantil Chico Mendes. - Hulha Negra - RS","Paralisada","Em relação à data prevista de conclusão da obra","Hulha Negra","RS","96460000","Assentamento Santa Elmira","Zona Rural                                                                                          ","32195/2014","31/03/2018","Vencido",12.38,2015-01-20,2016-07-26,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",115246.78,20.0000037311238
29639,"Escola Indigena Dr. Jacobina","Inacabada","Em relação à data prevista de conclusão da obra","Autazes","AM","69240000","Aldeia São Felix","Zona Rural","7484/2015","29/02/2016","Vencido",12.67,2013-08-16,2016-07-25,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021816.48,50.0000002104096
17524,"700027/11 - E Educ Infantil B - Governador Newton Bello/MA","Inacabada","Em relação à data prevista de conclusão da obra","Governador Newton Bello","MA","65363000",NA,NA,"700027/2011",NA,"Vigente",27.64,2012-02-24,2016-07-20,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1180428.97,NA
25727,"Creche Municipal Nezinho Brandão","Inacabada","Em relação à data prevista de conclusão da obra","Governador Newton Bello","MA","65363000","Rua Imídio Martins","Birolandia","2689/2012","27/06/2016","Vencido",8.01,2013-01-04,2016-07-20,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1190797.12,19.9999996456155
28324,"701596/11 - Escola Profissionalizante - CEP - Catalão/GO","Execução","Em relação à data prevista de conclusão da obra","Catalão","GO","75701050","Rua Nassin Agel","Setor Central","701596/2011",NA,"Vigente",93.53,2014-03-19,2016-07-19,NA,"Escola com Projeto elaborado pelo proponente","Educação Básica","Ampliação",1354086.44,NA
19151,"BELA VISTA","Inacabada","Em relação à data prevista de conclusão da obra","Peixoto de Azevedo","MT","78530000","RUA ZÉ DOCA","BELA VISTA","1957/2011","01/10/2016","Vencido",83.44,2012-06-26,2016-07-14,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1230380.08,83.0000003060843
17681,"700156/11 - E Educativo Urbano - Cachoeirinha - Miranda/MS","Inacabada","Em relação à data prevista de conclusão da obra","Miranda","MS","79380000",NA,NA,"700156/2011",NA,"Vigente",47.46,2012-07-04,2016-07-13,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",0,NA
19872,"CONJUNTO METROPOLITANO","Execução","Em relação à data prevista de conclusão da obra","Caucaia","CE","61604250","Rua Alfredo Bezerra","Metropolitano","11418/2014","01/03/2018","Vencido",25.18,2012-01-05,2016-07-13,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1329617.49,49.9999997894131
17683,"700156/11 - E Educativo Urbano - Moreira - Miranda/MS","Inacabada","Em relação à data prevista de conclusão da obra","Miranda","MS","79380000",NA,NA,"700156/2011",NA,"Vigente",23.25,2012-07-04,2016-07-12,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",0,NA
8597,"656962 - Esc. Educ. Infantil - Tipo B - ALAGOA GRANDE/PB","Inacabada","Em relação à data prevista de conclusão da obra","Alagoa Grande","PB","58388000","Rua prof Eliane Nobrega","Povoado","656962/2009",NA,"Vigente",77.1,2010-07-19,2016-07-07,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1120202.81,NA
19401,"Vassouras I","Inacabada","Em relação à data prevista de conclusão da obra","Francisco Morato","SP","07950095","Rua São Domingos","Jd Vassouras","985/2011","13/07/2015","Vencido",34.69,2012-02-06,2016-07-07,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1328106.22,49.9999999811762
8408,"657242 - Esc. Educ. Infantil - Tipo C -  - Construção - BREJO DE AREIA/MA","Paralisada","Em relação à data prevista de conclusão da obra","Brejo de Areia","MA","65315000","Praça Antônio Pereira da Silva","Centro","657242/2009",NA,"Vigente",44.62,2012-01-27,2016-07-04,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",613192.41,NA
19454,"CRECHE SANTA LUZIA","Inacabada","Em relação à data prevista de conclusão da obra","Penedo","AL","57200000","RUA CAMPO DO FLAMENGO, S/N","SANTA LUZIA","252/2011","30/08/2016","Vencido",76.8,2011-11-30,2016-07-04,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",619662.44,99.9999997256571
1870,"710240 -Escola de Educação Infantil - Itapirapuã Paulista/SP","Inacabada","Em relação à data prevista de conclusão da obra","Itapirapuã Paulista","SP","18385000","Rua Roberto Nunes de Almeida ","Centro","710240/2008",NA,"Vigente",84.33,2009-04-12,2016-06-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",940683.48,NA
8561,"656349 - Esc. Educ. Infantil - Tipo B - São Rafael/RN","Inacabada","Em relação à data prevista de conclusão da obra","São Rafael","RN","59518000","Rua Manoel J. Oliveira","Centro","656349/2009",NA,"Vigente",95.14,2014-07-29,2016-06-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1242053.2,NA
8801,"656403 - Esc. Educ. Infantil - Tipo B - CENTENARIO/TO","Inacabada","Em relação à data prevista de conclusão da obra","Centenário","TO","77723000",NA,NA,"656403/2009",NA,"Vigente",80.02,2010-01-04,2016-06-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1185285.84,NA
8846,"658749 - Esc. Educ. Infantil - Tipo C -  - Construção - PRACINHA/SP","Inacabada","Em relação à data prevista de conclusão da obra","Pracinha","SP","17790000",NA,NA,"658749/2009",NA,"Vigente",85.34,2011-05-04,2016-06-30,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",590000,NA
9593,"656572 - Espaço Educativo Urbano II-06 Salas -  - Construção - MADALENA/CE","Inacabada","Em relação à data prevista de conclusão da obra","Madalena","CE","63860000","Rua Antônio Costa Vieira","Centro","656572/2009",NA,"Vigente",97.3,2010-08-23,2016-06-30,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",750000,NA
11685,"700056 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SANDOLÂNDIA/TO","Inacabada","Em relação à data prevista de conclusão da obra","Sandolândia","TO","77478000","Avenida Ulisses Guimarães","Setor Central","700056/2010",NA,"Vigente",72.36,2010-06-29,2016-06-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1329587.35,NA
19107,"JARDIM MORUMBI","Inacabada","Em relação à data prevista de conclusão da obra","Uruará","PA","68140000","RUA MAMORE","JARDIM MORUMBI","1555/2011","08/12/2015","Vencido",15,2011-10-11,2016-06-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1300000,49.9999999615385
1006393,"Escola de 6 Salas - Fortaleza do Tabocão - TO","Paralisada","Em relação à data prevista de conclusão da obra","Fortaleza do Tabocão","TO","77708000","Avenida Anhanguera","Setor Norte                                                                                         ","19974/2014","30/06/2018","Vigente",36.75,2014-05-15,2016-06-30,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021408.13,50.000000264341
29627,"GROTÃO","Inacabada","Em relação à data prevista de conclusão da obra","Praia Norte","TO","77970000","POVOADO GROTÃO","Setor Central","7976/2014","30/06/2016","Vencido",28.79,2013-04-05,2016-06-30,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",117244.17,55.0000075611438
29596,"Engenho Donas","Inacabada","Em relação à data prevista de conclusão da obra","Gameleira","PE","55530000","Engenho Donas","Rural","10152/2014","27/03/2016","Vencido",28.07,2015-03-23,2016-06-30,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",249161.42,19.9999982180227
25724,"PAC 2 - CRECHE/PRÉ-ESCOLA  001- DR ROSINHA","Planejamento pelo proponente","Em relação à data prevista de conclusão da obra","Camaquã","RS","96180000","RUA BAHIA","COAHB                                                                                               ","5502/2013","21/05/2018","Vigente",1.68,2014-05-30,2016-06-30,NA,"Projeto 2 Convencional","Educação Básica","Construção",1196771.39,32.86151656916
29626,"ANGICAL","Inacabada","Em relação à data prevista de conclusão da obra","Praia Norte","TO","77970000","POV. ANGICAL BEIRA RIO","Setor Central","7976/2014","30/06/2016","Vencido",50.03,2013-04-05,2016-06-30,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",117243.99,55.0000055354651
29628,"ASSENT.SÃO FRANCISCO","Inacabada","Em relação à data prevista de conclusão da obra","Praia Norte","TO","77970000","PA ASSENTAMENTO SÃO FRANCISCO","ZONA RURAL","7976/2014","30/06/2016","Vencido",29.4,2013-04-05,2016-06-30,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",117243.99,40.0000040257928
1017414,"SANTANINHA - Belágua - MA","Execução","Em relação à data prevista de conclusão da obra","Belágua","MA","65535000","RUA PRINCIPAL POVOADO SANTANINHA","Centro","30036/2014","20/07/2018","Vigente",26.5,2015-01-05,2016-06-30,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133145.49,20.0000010514813
8803,"656668 - Esc. Educ. Infantil - Tipo B -LAGOA DO TOCANTINS/TO","Inacabada","Em relação à data prevista de conclusão da obra","Lagoa do Tocantins","TO","77613000","Rua Novo Acordo","Setor Central","656668/2009",NA,"Vigente",80.05,2010-05-26,2016-06-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1332301.08,NA
30848,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Inacabada","Em relação à data prevista de conclusão da obra","Bagre","PA","68475000","av. Presidente Vargas","Centro","3744/2013","30/07/2016","Vencido",55.72,2013-06-28,2016-06-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1450007.6,74.999999772415
31925,"EEM ACOPIARA - SÃO PAULINHO","Paralisada","Em relação à data prevista de conclusão da obra","Acopiara","CE","63560000","Rod. CE 371","São Paulinho","7415/2015","30/12/2018","Vigente",10.25,2014-04-03,2016-06-28,NA,"Escola com Projeto elaborado pelo proponente","Educação Básica","Construção",2884005.87,14.999999982663
1011822,"ESCOLA MUNICIPAL AMIGUINHOS DE JESUS - Buriti do Tocantins - TO","Inacabada","Em relação à data prevista de conclusão da obra","Buriti do Tocantins","TO","77995000","RUA DAS CRIANÇAS - CENTRO DOS FERREIRAS","ZONA RURAL","19614/2014","31/12/2015","Vencido",46.46,2015-12-08,2016-06-28,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",177604.94,49.999999774781
1005478,"CRECHE PRÉ ESCOLA MUNICIPAL  DR. AYRTON ROCHA III","Execução","Em relação à data prevista de conclusão da obra","Boa Vista","RR","69318736","RUA TEPEQUÉM","DR. AYRTON ROCHA III                                                                                ","11477/2014","29/04/2018","Vigente",0.77,2014-01-22,2016-06-26,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1843627.01,24.9999998643977
8401,"657543 - Esc. Educ. Infantil - Tipo B - SANTA RITA DO PARDO /MS","Inacabada","Em relação à data prevista de conclusão da obra","Santa Rita do Pardo","MS","79690000","Rua Padre tadeu Kolodziejcyk","Centro","657543/2009",NA,"Vigente",30.28,2011-06-13,2016-06-25,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1082950.7,NA
29692,"Escola Municipal Cercado","Inacabada","Em relação à data prevista de conclusão da obra","Paraúna","GO",NA,NA,NA,"9456/2013","22/06/2016","Vencido",51.34,2015-06-22,2016-06-22,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1019695.27,49.999999539078
1009387,"ESC INDÍGENA_TABOCAL - Bom Jardim - MA","Inacabada","Em relação à data prevista de conclusão da obra","Bom Jardim","MA","65380000","RUA PRINCIPAL","POVOADO INDÍGENA TABOCAL                                                                            ","22454/2014","30/09/2016","Vencido",38.79,2014-05-09,2016-06-20,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942204.04,20.0000001485878
29611,"CREOLI","Inacabada","Em relação à data prevista de conclusão da obra","José de Freitas","PI","64110000","RUA PROJETADA","LOCALIDADE CREOLI","8384/2014","02/09/2016","Vencido",70.32,2013-07-05,2016-06-19,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",130306.36,57.9999940478729
25594,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Inacabada","Em relação à data prevista de conclusão da obra","Piraí do Norte","BA","45436000","Rua Rui Barbosa","Acelino Mamédio","2556/2012","19/10/2015","Vencido",8.01,2012-06-20,2016-06-17,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",677335.55,39.9999997342528
1017493,"Povoado Faixa do Cloves - Governador Nunes Freire - MA","Inacabada","Em relação à data prevista de conclusão da obra","Governador Nunes Freire","MA","65284000","Estrada Vicinal","Povoado Faixa do Cloves","32075/2014","20/02/2018","Vencido",12.21,2014-10-24,2016-06-17,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021869.45,19.9999999040973
1017660,"Povoado Boa Esperança - Governador Nunes Freire - MA","Inacabada","Em relação à data prevista de conclusão da obra","Governador Nunes Freire","MA","65284000","Estrada Vicinal","Povoado Boa Esperança","32077/2014","20/02/2018","Vencido",12.21,2014-10-24,2016-06-17,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021869.45,19.9999999040973
1017659,"Bairro São Sebastião - Governador Nunes Freire - MA","Inacabada","Em relação à data prevista de conclusão da obra","Governador Nunes Freire","MA","65284000","Estrada Vicinal","São Sebastião","32077/2014","20/02/2018","Vencido",12.21,2014-10-24,2016-06-17,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021869.45,19.9999999040973
17522,"700023/11 - E Educação Infantil B- Formosa da Serra Negra/MA","Inacabada","Em relação à data prevista de conclusão da obra","Formosa da Serra Negra","MA","65943000","Avenida João da Mata e Silva",NA,"700023/2011",NA,"Vigente",92,2012-01-20,2016-06-15,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1196042.76,NA
1014187,"Escola Colônia Nova Esperança - Hulha Negra - RS","Execução","Em relação à data prevista de conclusão da obra","Hulha Negra","RS","96460000","Colônia Nova Esperança.","Zona Rural                                                                                          ","32195/2014","31/03/2018","Vencido",2.74,2015-01-20,2016-06-14,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",219478.2,20.0000001093503
1014188,"Terreno para Construção da Escola Auta Gomes - Hulha Negra - RS","Paralisada","Em relação à data prevista de conclusão da obra","Hulha Negra","RS","96460000","Assentamento Santo Antônio","Zona Rural                                                                                          ","32195/2014","31/03/2018","Vencido",0.19,2015-01-20,2016-06-14,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",244339.36,19.9999994270264
20769,"703506/10 - EE Antonieta Xavier S. Santos - Euclides da Cunha /BA","Paralisada","Em relação à data prevista de conclusão da obra","Euclides da Cunha","BA","48500000","Rua Almerindo Rehem","Centro","703506/2010",NA,"Vigente",90.52,2014-05-15,2016-06-11,NA,"Escola com Projeto elaborado pelo proponente","Educação Básica","Ampliação",0,NA
20790,"703506/10 - CE Polivalente de São Gonçalo - São Gonçalo/BA","Execução","Em relação à data prevista de conclusão da obra","São Gonçalo dos Campos","BA","44330000","Rua Antônio Muniz","Centro","703506/2010",NA,"Vigente",78.14,2013-11-21,2016-06-11,NA,"Escola com Projeto elaborado pelo proponente","Educação Básica","Ampliação",0,NA
28470,"701342/11 - EE Urbana- Padrão Estadual - Jardim das Orquideas - Sinop/MT","Paralisada","Em relação à data prevista de conclusão da obra","Sinop","MT",NA,NA,NA,"701342/2011",NA,"Vigente",11.88,2013-12-26,2016-06-11,NA,"Escola com Projeto elaborado pelo proponente","Educação Básica","Construção",3271894.05,NA
1002829,"RESIDENCIAL PARAÍSO - São Luís - MA","Execução","Em relação à data prevista de conclusão da obra","São Luís","MA","65058429","AVENIDA PRINCIPAL","RESIDENCIAL PARAÍSO                                                                                 ","17463/2014","16/04/2019","Vigente",0,2015-06-08,2016-06-07,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3510943.81,19.9999999191101
11994,"702338 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Fundamental - Nova Fátima/BA","Inacabada","Em relação à data prevista de conclusão da obra","Nova Fátima","BA",NA,NA,NA,"702338/2010",NA,"Vigente",43.39,2011-04-01,2016-06-06,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",NA,NA
1630,"830426 - Escola de Educação Infantil - Mata Verde/MG","Inacabada","Em relação à data prevista de conclusão da obra","Mata Verde","MG","39915000","RUA E","RESGATE CIDADANIA","830426/2007",NA,"Vigente",86.36,2010-06-08,2016-06-05,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1262966.77,NA
1010566,"E. M. DO POVOADO SITIO DO MEIO - Milagres do Maranhão - MA","Inacabada","Em relação à data prevista de conclusão da obra","Milagres do Maranhão","MA","65545000","RUA PROJETADA","ZONA RURAL                                                                                          ","22600/2014","30/03/2017","Vencido",6.64,2014-06-02,2016-06-01,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3532929.86,19.9999999626372
1537,"710026 - Escola de Educação Infantil - Tipo B - Guaraíta/GO","Inacabada","Em relação à data prevista de conclusão da obra","Guaraíta","GO","76690000","Rua Ovídio de Moraes","Setor Central","710026/2008",NA,"Vigente",99.97,2009-10-19,2016-05-31,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1051599.3,NA
13288,"702561 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ALDEIAS ALTAS/MA","Inacabada","Em relação à data prevista de conclusão da obra","Aldeias Altas","MA",NA,NA,NA,"702561/2010",NA,"Vigente",85.08,2011-07-06,2016-05-31,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1283640.28,NA
1002881,"Escola do Ensino fundamental - Lago Verde - MA","Paralisada","Em relação à data prevista de conclusão da obra","Lago Verde","MA","65705000","Povoado Angelim","Zona Rural                                                                                          ","18370/2014","10/07/2018","Vigente",69.98,2013-12-27,2016-05-30,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",244855.63,72.9999998619595
25494,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Inacabada","Em relação à data prevista de conclusão da obra","Pariconha","AL","57475000","Rua Projetada","Centro","3182/2012","14/11/2015","Vencido",96.76,2012-06-28,2016-05-30,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1454999.31,99.9999998144329
